,root,majmin,majminbass,sevenths,seventhsbass,triads,triadsbass,tetrads,tetradsbass,segmentation,undersegmentation,oversegmentation
0,0.8818524064171123,0.8388579633929159,0.8388579633929159,0.8583218050851504,0.8583218050851504,0.3848770053475939,0.3848770053475939,0.3848770053475939,0.3848770053475939,0.8689925133689838,0.9345839572192515,0.8689925133689838
1,0.7924296492374361,0.7599390172393571,0.674563152339627,0.09784744652496975,0.018860253427596903,0.7599390172393571,0.674563152339627,0.09676824875605188,0.018652236313781937,0.8530494172572274,0.8530494172572274,0.8726063428772468
2,0.768481540740238,0.768481540740238,0.7621155470298397,0.09873397087589661,0.09058356878939372,0.768481540740238,0.7621155470298397,0.07711764780776406,0.07075165409736588,0.6667062772941985,0.6667062772941985,0.9217831572782409
3,0.9410676747740528,0.9377030036978563,0.9377030036978563,0.01578354630806632,0.01578354630806632,0.9282365684389884,0.9282365684389884,0.012120407752608423,0.012120407752608423,0.9351937081768863,0.9351937081768863,0.9502339739610308
4,0.7192403415913645,0.7152736774237328,0.6160439784179982,0.6051851097763749,0.50595541077064,0.7070109413887711,0.6089275292318216,0.5981941006393096,0.5001106884823601,0.7595711995277289,0.7595711995277289,0.9441459209617145
5,0.7484743666956247,0.7910470678556664,0.6164707966692257,0.5317614762848862,0.361946011895684,0.7139057811509003,0.5563538296727015,0.46458665330682675,0.3162231448565505,0.9065806094005657,0.9065806094005657,0.9257942620198583
6,0.008642066498538528,0.009564702859678737,0.009564702859678737,0.009614105383429437,0.009614105383429437,0.008642066498538528,0.008642066498538528,0.008642066498538528,0.008642066498538528,0.8148621032897532,0.8148621032897532,0.8593175686845553
7,0.8343995324009348,0.8340217071886906,0.750770989482251,0.6854484663468534,0.6066906527111504,0.8340217071886906,0.750770989482251,0.6090671592387958,0.539085533815357,0.9031185111749082,0.9031185111749082,0.9549580678599923
8,0.822792592592593,0.7398566656197376,0.7326423588308655,0.16639931004743574,0.15332470892626265,0.2879111111111116,0.28510370370370414,0.03572962962962992,0.032922222222222484,0.6734296296296305,0.6734296296296305,0.9121703703703707
9,0.8359397590361439,0.5928279531816742,0.4731215726057281,0.3052665830853007,0.25498377819674767,0.2487710843373493,0.1985381526104415,0.12810040160642566,0.10699999999999989,0.8336104417670676,0.8665461847389552,0.8336104417670676
10,0.8938189655172416,0.8708017241379311,0.8708017241379311,0.21141379310344843,0.21141379310344843,0.8708017241379311,0.8708017241379311,0.21141379310344843,0.21141379310344843,0.7929181034482761,0.7929181034482761,0.9085732758620692
11,0.7196445182724243,0.8247532934713908,0.8247532934713908,0.8247532934713908,0.8247532934713908,0.2818272425249164,0.2818272425249164,0.2818272425249164,0.2818272425249164,0.7461561461794013,0.7461561461794013,0.8674883720930228
12,0.7394143898987707,0.7356115263317069,0.6988609035008145,0.6594772112013502,0.6237429547774386,0.7128467483316734,0.6772334374380753,0.6221165359077636,0.588406695079168,0.7691414568523536,0.7691414568523536,0.862107269748503
13,0.7076120180538205,0.7511178168985846,0.7486816778281271,0.7511178168985846,0.7486816778281271,0.6908260222122847,0.6885854306223407,0.6908260222122847,0.6885854306223407,0.8044092629560132,0.8532043686925734,0.8044092629560132
14,0.9242520531873292,0.927830280228722,0.9153889411425136,0.9233812573714939,0.9109399182852853,0.911424520922957,0.8992031677747364,0.9070541650371533,0.8948328118889327,0.930964020336332,0.9317461869378181,0.930964020336332
15,0.7241730141458104,0.6632852965626287,0.6564198557152903,0.5657971991791699,0.5657971991791699,0.6207780195865068,0.614352557127312,0.529537540805223,0.529537540805223,0.7336724700761699,0.7336724700761699,0.7901577801958648
16,0.8214934978190539,0.8105169722748445,0.7800872144976227,0.7078098913864571,0.6753845274898272,0.7902226249179601,0.7605547908208601,0.6476160605902201,0.6179482264931202,0.7359283976000881,0.7359283976000881,0.9008613429515656
17,0.8716732866393049,0.857527628943055,0.8549061143114569,0.4798330282088391,0.47721151357724095,0.8450737485417954,0.8424903061875096,0.47286440942129926,0.47028096706701344,0.8178791213462235,0.8178791213462235,0.9141276985637571
18,0.8951137357830263,0.8845144356955373,0.7843832020997368,0.8317716535433067,0.7316404199475062,0.8845144356955373,0.7843832020997368,0.8317716535433067,0.7316404199475062,0.9235214348206466,0.9235214348206466,0.9284295713035864
19,0.8212992974296055,0.8118930335048556,0.8118930335048556,0.8118930335048556,0.8118930335048556,0.8118930335048556,0.8118930335048556,0.8118930335048556,0.8118930335048556,0.8405940412752475,0.8653518650771849,0.8405940412752475
20,0.5144843062885704,0.5103882504837456,0.5037971080303495,0.39850368577401224,0.39371424249092285,0.5059747973406522,0.49944065012245203,0.38937470394769963,0.3846949779451532,0.7145770273493529,0.7145770273493529,0.7442074532951252
21,0.5933389069938062,0.5764643655411283,0.5410488719024951,0.49468511662031406,0.4592696229816808,0.5764643655411283,0.5410488719024951,0.49468511662031406,0.4592696229816808,0.7294613455271377,0.7294613455271377,0.7904531158468271
22,0.8457575231942691,0.8358772508720654,0.7982794381069105,0.6270953144150087,0.5956208164419722,0.8313041766093,0.7939120610200321,0.6236644835846922,0.592362182206866,0.8592779421209804,0.8592779421209804,0.893449347653851
23,0.6608023840391397,0.6168290636897467,0.6168290636897467,0.5446567370810774,0.5446567370810774,0.6168290636897467,0.6168290636897467,0.5446567370810774,0.5446567370810774,0.6773510415505641,0.6773510415505641,0.7728709955592579
24,0.9091901313806778,0.9141263511732136,0.9141263511732136,0.9141263511732136,0.9141263511732136,0.9037247603300397,0.9037247603300397,0.9037247603300397,0.9037247603300397,0.43529114707631156,0.9345132887524131,0.43529114707631156
25,0.7695644983461964,0.7975225508844724,0.7272088599624875,0.6191279325916956,0.5460953849542907,0.6633461962513785,0.6048621830209485,0.49579382579933884,0.4373098125689089,0.7930264608599782,0.7930264608599782,0.8798676957001101
26,0.9549154879679402,0.9549154879679402,0.9549154879679402,0.7850817886090917,0.7850817886090917,0.9549154879679402,0.9549154879679402,0.7741088809060332,0.7741088809060332,0.9583287302814785,0.9583287302814785,0.9602182037050443
27,0.7832844853600763,0.7502442690717772,0.7188556933483652,0.6847190905674557,0.6533305148440435,0.6602206633127604,0.6325984779274678,0.602558007829455,0.5749358224441622,0.7504206161872123,0.7504206161872123,0.8407032454620988
28,0.923125384083205,0.9115672134201716,0.9115672134201716,0.8823755443600028,0.8823755443600028,0.9077234059822283,0.9077234059822283,0.8786548294960437,0.8786548294960437,0.9001712189786376,0.9001712189786376,0.9352962320229731
29,0.8578045999051357,0.8426818463550875,0.665252126563314,0.6453503603113965,0.5533116195049089,0.7454947908782341,0.5885281581877573,0.5552214002899749,0.4760366942849357,0.8279492846498265,0.8279492846498265,0.8755058583697485
30,0.5956863047431601,0.5956863047431601,0.5516604915036712,0.5837093607005674,0.5438421456008201,0.5956863047431601,0.5516604915036712,0.5837093607005674,0.5438421456008201,0.32555882579691364,0.32555882579691364,0.9442738779267779
31,0.8979722209945642,0.912632917441841,0.7561359640888226,0.8490716571818596,0.6799315618111224,0.8593291092959627,0.7119726147380604,0.7397194778479107,0.5923629832900086,0.9186317011727934,0.9357274009313242,0.9186317011727934
32,0.9398576706540864,0.9296207695564203,0.8934527697712957,0.8932063363579921,0.8823622195530136,0.9296207695564203,0.8934527697712957,0.8932063363579921,0.8823622195530136,0.9329551631230041,0.9329551631230041,0.9357090127179186
33,0.9341902476473776,0.9324675187950681,0.9324675187950681,0.9324675187950681,0.9324675187950681,0.9324675187950681,0.9324675187950681,0.9324675187950681,0.9324675187950681,0.9324675187950682,0.9485844604807809,0.9324675187950682
34,0.9097234701702005,0.8789116646246246,0.8675421446266753,0.8318895235334745,0.8205200035355252,0.8789116646246246,0.8675421446266753,0.8318895235334745,0.8205200035355252,0.905921834575355,0.9278889031497211,0.905921834575355
35,0.9316422204342769,0.9296739375420652,0.9296739375420652,0.7090094676057002,0.7090094676057002,0.9296739375420652,0.9296739375420652,0.7090094676057002,0.7090094676057002,0.9144983025801604,0.9144983025801604,0.9424334849970741
