,root,majmin,majminbass,sevenths,seventhsbass,triads,triadsbass,tetrads,tetradsbass,segmentation,undersegmentation,oversegmentation
count,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0
mean,0.7987862323051614,0.7791912744891514,0.7580138050060717,0.6773376007488587,0.6587716619769046,0.7379160038697893,0.7183486916277902,0.6321459387897514,0.6149797812528383,0.7973590536042137,0.8017383428965337,0.9129158080627573
std,0.1723855337952918,0.18381323989764306,0.18975607152102278,0.19648928989821396,0.19983462474309727,0.2134551917519588,0.21710761077370908,0.21519176497960676,0.21786613173915223,0.1375825196548828,0.13865449874174537,0.07239061012941381
min,0.0036150234741784523,0.0036150234741784523,0.0036150234741784523,0.0036150234741784523,0.0036150234741784523,0.002790322580645191,0.002790322580645191,0.002790322580645191,0.002790322580645191,0.19871478002965914,0.19871478002965914,0.5082401644278511
25%,0.742068983893153,0.722586406474095,0.6856893967440376,0.5605570735555218,0.5336942683513892,0.6611232734245746,0.638055913334013,0.5042072654872922,0.4755307222844408,0.7151067614940213,0.7183911031933693,0.8980052380952378
50%,0.8509927797833936,0.835161137440758,0.8123500041378167,0.7039557522123895,0.6817283623512712,0.7942838814218012,0.7802826720061194,0.6718609795798637,0.6470745595963282,0.8364563758389263,0.8446900000000002,0.9374706227967097
75%,0.9169092695717544,0.9088040692484228,0.9005012842517972,0.8329324287594009,0.8209859993861055,0.8917448870987938,0.8851678977113759,0.8043125969408449,0.7909571398933202,0.8970514943721382,0.905846295105719,0.9580318870848503
max,0.9842273188549149,0.9842273188549149,0.984201213346815,0.984201213346815,0.984201213346815,0.9842273188549149,0.9826504328864173,0.9741085831996786,0.9741085831996786,0.979947482882553,0.9837840752730855,0.9916077646683674
