0.11	1.0
0.51	2.0
0.88	3.0
1.27	1.0
1.68	2.0
2.07	3.0
2.43	1.0
2.8	2.0
3.16	3.0
3.53	1.0
3.92	2.0
4.29	3.0
4.69	1.0
5.06	2.0
5.45	3.0
5.86	1.0
6.25	2.0
6.65	3.0
7.06	1.0
7.47	2.0
7.84	3.0
8.24	1.0
8.62	2.0
9.01	3.0
9.37	1.0
9.75	2.0
10.11	3.0
10.46	1.0
10.81	2.0
11.18	3.0
11.55	1.0
11.9	2.0
12.27	3.0
12.65	1.0
13.05	2.0
13.42	3.0
13.78	1.0
14.14	2.0
14.47	3.0
14.83	1.0
15.19	2.0
15.52	3.0
15.87	1.0
16.24	2.0
16.61	3.0
17.0	1.0
17.37	2.0
17.73	3.0
18.1	1.0
18.48	2.0
18.84	3.0
19.2	1.0
19.59	2.0
19.94	3.0
20.31	1.0
20.68	2.0
21.02	3.0
21.39	1.0
21.76	2.0
22.12	3.0
22.46	1.0
22.82	2.0
23.18	3.0
23.54	1.0
23.87	2.0
24.24	3.0
24.57	1.0
24.94	2.0
25.27	3.0
25.64	1.0
25.99	2.0
26.34	3.0
26.68	1.0
27.04	2.0
27.37	3.0
27.72	1.0
28.08	2.0
28.44	3.0
28.79	1.0
29.14	2.0
29.48	3.0
29.83	1.0
30.17	2.0
30.52	3.0
30.89	1.0
31.22	2.0
31.57	3.0
31.94	1.0
32.29	2.0
32.62	3.0
32.99	1.0
33.33	2.0
33.7	3.0
34.05	1.0
34.41	2.0
34.76	3.0
35.12	1.0
35.45	2.0
35.79	3.0
36.13	1.0
36.47	2.0
36.82	3.0
37.16	1.0
37.51	2.0
37.87	3.0
38.2	1.0
38.55	2.0
38.9	3.0
39.26	1.0
39.61	2.0
39.93	3.0
40.28	1.0
40.63	2.0
40.96	3.0
41.31	1.0
41.66	2.0
42.0	3.0
42.34	1.0
42.7	2.0
43.04	3.0
43.39	1.0
43.75	2.0
44.09	3.0
44.43	1.0
44.77	2.0
45.11	3.0
45.46	1.0
45.79	2.0
46.13	3.0
46.46	1.0
46.81	2.0
47.14	3.0
47.5	1.0
47.84	2.0
48.19	3.0
48.56	1.0
48.9	2.0
49.22	3.0
49.57	1.0
49.92	2.0
50.25	3.0
50.6	1.0
50.92	2.0
51.26	3.0
51.6	1.0
51.94	2.0
52.29	3.0
52.63	1.0
52.99	2.0
53.33	3.0
53.67	1.0
54.03	2.0
54.37	3.0
54.7	1.0
55.05	2.0
55.39	3.0
55.71	1.0
56.08	2.0
56.41	3.0
56.78	1.0
57.13	2.0
57.47	3.0
57.79	1.0
58.13	2.0
58.47	3.0
58.82	1.0
59.15	2.0
59.49	3.0
59.85	1.0
60.19	2.0
60.53	3.0
60.86	1.0
61.2	2.0
61.53	3.0
61.87	1.0
62.21	2.0
62.55	3.0
62.9	1.0
63.25	2.0
63.59	3.0
63.92	1.0
64.28	2.0
64.61	3.0
64.96	1.0
65.33	2.0
65.67	3.0
66.01	1.0
66.36	2.0
66.69	3.0
67.05	1.0
67.38	2.0
67.69	3.0
68.04	1.0
68.37	2.0
68.7	3.0
69.04	1.0
69.38	2.0
69.72	3.0
70.06	1.0
70.4	2.0
70.75	3.0
71.09	1.0
71.43	2.0
71.78	3.0
72.11	1.0
72.47	2.0
72.82	3.0
73.15	1.0
73.5	2.0
73.84	3.0
74.19	1.0
74.51	2.0
74.87	3.0
75.19	1.0
75.53	2.0
75.84	3.0
76.17	1.0
76.53	2.0
76.87	3.0
77.19	1.0
77.55	2.0
77.88	3.0
78.21	1.0
78.56	2.0
78.91	3.0
79.23	1.0
79.57	2.0
79.89	3.0
80.24	1.0
80.58	2.0
80.92	3.0
81.25	1.0
81.6	2.0
81.93	3.0
82.28	1.0
82.62	2.0
82.94	3.0
83.28	1.0
83.64	2.0
84.0	3.0
84.35	1.0
84.69	2.0
85.03	3.0
85.37	1.0
85.71	2.0
86.06	3.0
86.42	1.0
86.77	2.0
87.12	3.0
87.46	1.0
87.8	2.0
88.17	3.0
88.52	1.0
88.87	2.0
89.2	3.0
89.54	1.0
89.88	2.0
90.23	3.0
90.57	1.0
90.88	2.0
91.23	3.0
91.55	1.0
91.9	2.0
92.23	3.0
92.58	1.0
92.93	2.0
93.27	3.0
93.61	1.0
93.96	2.0
94.3	3.0
94.64	1.0
94.96	2.0
95.31	3.0
95.64	1.0
95.97	2.0
96.31	3.0
96.65	1.0
96.98	2.0
97.32	3.0
97.68	1.0
98.01	2.0
98.35	3.0
98.7	1.0
99.04	2.0
99.37	3.0
99.71	1.0
100.04	2.0
100.37	3.0
100.69	1.0
101.03	2.0
101.37	3.0
101.73	1.0
102.06	2.0
102.41	3.0
102.74	1.0
103.09	2.0
103.41	3.0
103.75	1.0
104.11	2.0
104.43	3.0
104.78	1.0
105.12	2.0
105.43	3.0
105.76	1.0
106.11	2.0
106.45	3.0
106.79	1.0
107.12	2.0
107.45	3.0
107.8	1.0
108.14	2.0
108.5	3.0
108.86	1.0
109.22	2.0
109.57	3.0
109.93	1.0
110.25	2.0
110.59	3.0
110.94	1.0
111.29	2.0
111.62	3.0
111.97	1.0
112.31	2.0
112.64	3.0
112.99	1.0
113.33	2.0
113.67	3.0
113.99	1.0
114.34	2.0
114.67	3.0
115.02	1.0
115.36	2.0
115.7	3.0
116.04	1.0
116.37	2.0
116.71	3.0
117.03	1.0
117.37	2.0
117.73	3.0
118.06	1.0
118.39	2.0
118.73	3.0
119.08	1.0
119.42	2.0
119.76	3.0
120.11	1.0
120.45	2.0
120.81	3.0
121.15	1.0
121.5	2.0
121.85	3.0
122.18	1.0
122.52	2.0
122.86	3.0
123.2	1.0
123.56	2.0
123.91	3.0
124.25	1.0
124.6	2.0
124.95	3.0
125.29	1.0
125.62	2.0
125.96	3.0
126.32	1.0
126.66	2.0
127.0	3.0
127.34	1.0
127.68	2.0
128.01	3.0
128.33	1.0
128.68	2.0
129.01	3.0
129.34	1.0
129.69	2.0
130.02	3.0
130.38	1.0
130.7	2.0
131.04	3.0
131.38	1.0
131.72	2.0
132.06	3.0
132.42	1.0
132.76	2.0
133.1	3.0
133.43	1.0
133.77	2.0
134.11	3.0
134.44	1.0
134.8	2.0
135.14	3.0
135.48	1.0
135.81	2.0
136.13	3.0
136.46	1.0
136.79	2.0
137.13	3.0
137.47	1.0
137.8	2.0
138.15	3.0
138.47	1.0
138.8	2.0
139.15	3.0
139.47	1.0
139.82	2.0
140.16	3.0
140.51	1.0
140.83	2.0
141.18	3.0
141.52	1.0
141.85	2.0
142.17	3.0
142.5	1.0
142.85	2.0
143.17	3.0
143.52	1.0
143.85	2.0
144.2	3.0
144.53	1.0
144.85	2.0
145.19	3.0
145.52	1.0
145.86	2.0
146.18	3.0
146.52	1.0
146.85	2.0
147.18	3.0
147.52	1.0
147.85	2.0
148.19	3.0
148.53	1.0
148.85	2.0
149.2	3.0
149.53	1.0
149.86	2.0
150.19	3.0
150.56	1.0
150.89	2.0
151.26	3.0
151.61	1.0
151.96	2.0
152.3	3.0
152.63	1.0
152.97	2.0
153.32	3.0
153.68	1.0
154.03	2.0
154.37	3.0
154.72	1.0
155.08	2.0
155.43	3.0
155.79	1.0
156.13	2.0
156.47	3.0
156.79	1.0
157.11	2.0
157.46	3.0
157.8	1.0
158.12	2.0
158.47	3.0
158.81	1.0
159.14	2.0
159.48	3.0
159.82	1.0
160.17	2.0
160.51	3.0
160.86	1.0
161.2	2.0
161.53	3.0
161.87	1.0
162.21	2.0
162.54	3.0
162.87	1.0
163.2	2.0
163.53	3.0
163.85	1.0
164.19	2.0
164.51	3.0
164.86	1.0
165.2	2.0
165.54	3.0
165.88	1.0
166.2	2.0
166.54	3.0
166.88	1.0
167.22	2.0
167.56	3.0
167.92	1.0
168.26	2.0
168.59	3.0
168.93	1.0
169.27	2.0
169.62	3.0
169.95	1.0
170.28	2.0
170.61	3.0
170.93	1.0
171.27	2.0
171.6	3.0
171.93	1.0
172.24	2.0
172.57	3.0
172.9	1.0
173.25	2.0
173.57	3.0
173.89	1.0
174.24	2.0
174.57	3.0
174.9	1.0
175.21	2.0
175.55	3.0
175.89	1.0
176.23	2.0
176.57	3.0
176.91	1.0
177.24	2.0
177.59	3.0
177.91	1.0
178.25	2.0
178.59	3.0
178.93	1.0
179.27	2.0
179.62	3.0
179.97	1.0
180.31	2.0
180.65	3.0
180.99	1.0
181.32	2.0
181.66	3.0
182.0	1.0
182.34	2.0
182.69	3.0
183.01	1.0
183.35	2.0
183.69	3.0
184.04	1.0
184.39	2.0
184.77	3.0
185.13	1.0
185.49	2.0
185.83	3.0
186.22	1.0
186.59	2.0
186.98	3.0
187.34	1.0
187.75	2.0
188.15	3.0
188.58	1.0
188.99	2.0
189.39	3.0
189.8	1.0
190.2	2.0
190.61	3.0
191.03	1.0
